"Observation station","Year","Month","Day","Time [Local time]","Air temperature mean [°C]","Dew-point temperature mean [°C]","Cloud cover [1/8]","Air pressure mean [hPa]","Relative humidity mean [%]","Precipitation amount mean [mm]","Weather description","Horizontal visibility mean [m]"
"Tornio Torppi","2023","4","19","15:30","5.5","-0.2","Mostly cloudy (7/8)","1031.8","67","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","15:40","5.4","-0.3","Mostly cloudy (7/8)","1031.6","67","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","15:50","5.5","-0.2","Mostly cloudy (7/8)","1031.7","67","0","No significant weather","39125"
"Tornio Torppi","2023","4","19","16:00","5.7","-0.1","Mostly cloudy (7/8)","1031.6","66","0","No significant weather","37891"
"Tornio Torppi","2023","4","19","16:10","6","-0.1","Mostly cloudy (6/8)","1031.4","65","0","No significant weather","44671"
"Tornio Torppi","2023","4","19","16:20","6.4","0.2","Mostly cloudy (7/8)","1031.5","64","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","16:30","6.6","0.2","Mostly cloudy (7/8)","1031.5","63","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","16:40","6.8","0","Mostly cloudy (7/8)","1031.6","62","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","16:50","6.9","0.2","Mostly clear (3/8)","1031.5","62","0","No significant weather","41476"
"Tornio Torppi","2023","4","19","17:00","6.9","0.3","Mostly clear (2/8)","1031.4","63","0","No significant weather","46595"
"Tornio Torppi","2023","4","19","17:10","7.5","0.5","Clear (0/8)","1031.3","61","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","17:20","7.2","0.2","Clear (0/8)","1031.4","61","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","17:30","6.7","0.2","Clear (0/8)","1031.3","63","0","No significant weather","47778"
"Tornio Torppi","2023","4","19","17:40","7","0.4","Clear (0/8)","1031.2","63","0","No significant weather","49977"
"Tornio Torppi","2023","4","19","17:50","7.2","0.4","Clear (0/8)","1031.1","62","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","18:00","7.3","0.5","Clear (1/8)","1031","62","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","18:10","7.3","0.3","Clear (1/8)","1031","61","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","18:20","7.6","0.5","Mostly clear (2/8)","1031","61","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","18:30","7.4","0.4","Mostly clear (3/8)","1030.9","61","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","18:40","7.5","0.7","Mostly clear (2/8)","1030.7","62","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","18:50","7.5","0.7","Clear (1/8)","1030.6","62","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","19:00","7","0.9","Clear (0/8)","1030.5","65","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","19:10","6.9","0.8","Clear (0/8)","1030.4","65","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","19:20","7.2","0.8","Clear (0/8)","1030.3","64","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","19:30","7.1","0.7","Clear (1/8)","1030.3","64","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","19:40","6.6","0.8","Clear (1/8)","1030.2","67","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","19:50","6.4","0.8","Clear (1/8)","1030.2","67","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","20:00","6","0.6","Clear (1/8)","1030.3","68","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","20:10","6.2","0.7","Mostly clear (3/8)","1030.2","68","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","20:20","6.3","0.7","Clear (1/8)","1030.2","67","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","20:30","6.3","0.8","Clear (1/8)","1030.3","68","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","20:40","5.8","0.5","Clear (0/8)","1030.2","69","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","20:50","5.2","0.3","Mostly clear (2/8)","1030.2","71","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","21:00","4.7","0.4","Partly cloudy (5/8)","1030.2","74","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","21:10","4.5","0.4","Mostly cloudy (7/8)","1030","74","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","21:20","4.2","0.2","Mostly cloudy (7/8)","1030","75","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","21:30","3.4","0","Partly cloudy (4/8)","1030","79","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","21:40","2.8","-0.1","Mostly clear (2/8)","1030","81","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","21:50","2.6","-0.1","Mostly clear (3/8)","1029.9","83","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","22:00","2.4","-0.1","Mostly cloudy (6/8)","1030","84","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","22:10","2.4","-0.1","Mostly cloudy (7/8)","1029.9","84","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","22:20","2.3","-0.1","Mostly cloudy (7/8)","1029.9","84","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","22:30","2.1","-0.1","Mostly cloudy (7/8)","1029.9","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","22:40","2","-0.2","Partly cloudy (4/8)","1029.9","86","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","22:50","1.9","-0.2","Mostly clear (3/8)","1029.7","86","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","23:00","1.8","-0.3","Mostly clear (2/8)","1029.7","86","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","23:10","1.6","-0.3","Clear (1/8)","1029.6","87","0","No significant weather","43758"
"Tornio Torppi","2023","4","19","23:20","1.5","-0.4","Clear (1/8)","1029.6","87","0","No significant weather","47162"
"Tornio Torppi","2023","4","19","23:30","1.2","-0.4","Clear (0/8)","1029.6","89","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","23:40","1.2","-0.3","Mostly clear (3/8)","1029.5","90","0","No significant weather","50000"
"Tornio Torppi","2023","4","19","23:50","1.3","-0.4","Partly cloudy (5/8)","1029.3","89","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","00:00","1.4","-0.4","Mostly cloudy (7/8)","1029.2","88","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","00:10","1.6","-0.3","Cloudy (8/8)","1029.2","87","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","00:20","1.7","-0.3","Cloudy (8/8)","1029.1","86","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","00:30","1.7","-0.3","Cloudy (8/8)","1029","86","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","00:40","1.7","-0.3","Mostly cloudy (7/8)","1028.9","87","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","00:50","1.6","-0.3","Mostly cloudy (7/8)","1028.8","87","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","01:00","1.7","-0.4","Mostly cloudy (7/8)","1028.8","86","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","01:10","1.6","-0.4","Cloudy (8/8)","1028.8","87","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","01:20","1.8","-0.3","Cloudy (8/8)","1028.6","86","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","01:30","2","-0.2","Cloudy (8/8)","1028.5","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","01:40","2.2","0","Mostly cloudy (7/8)","1028.3","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","01:50","2.3","0","Mostly cloudy (7/8)","1028","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","02:00","2.6","0.3","Mostly cloudy (7/8)","1028","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","02:10","2.8","0.6","Mostly cloudy (7/8)","1027.9","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","02:20","3","0.5","Mostly cloudy (7/8)","1027.9","84","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","02:30","2.8","0.4","Mostly cloudy (7/8)","1027.9","84","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","02:40","2.8","0.4","Mostly cloudy (7/8)","1027.9","84","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","02:50","2.7","0.4","Cloudy (8/8)","1027.7","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","03:00","2.8","0.5","Cloudy (8/8)","1027.6","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","03:10","2.8","0.6","Cloudy (8/8)","1027.3","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","03:20","3","0.7","Cloudy (8/8)","1027.2","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","03:30","3.1","0.8","Cloudy (8/8)","1027.1","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","03:40","3","0.8","Cloudy (8/8)","1027.3","86","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","03:50","2.7","0.7","Cloudy (8/8)","1027.3","87","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","04:00","2.9","1","Cloudy (8/8)","1027.2","87","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","04:10","3.5","1.2","Cloudy (8/8)","1027","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","04:20","3.8","1.4","Cloudy (8/8)","1026.8","84","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","04:30","3.7","1.5","Cloudy (8/8)","1026.8","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","04:40","4","1.8","Cloudy (8/8)","1026.7","86","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","04:50","4.2","1.7","Cloudy (8/8)","1026.5","83","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","05:00","4.7","2","Cloudy (8/8)","1026.3","82","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","05:10","4.4","1.8","Cloudy (8/8)","1026.2","83","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","05:20","4.1","1.8","Cloudy (8/8)","1026.2","85","0","No significant weather","46233"
"Tornio Torppi","2023","4","20","05:30","4.4","2.1","Cloudy (8/8)","1026","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","05:40","5","2.3","Cloudy (8/8)","1025.8","82","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","05:50","5.1","2.3","Cloudy (8/8)","1026.1","82","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","06:00","5.3","2.5","Mostly cloudy (7/8)","1025.9","82","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","06:10","5.5","2.5","Partly cloudy (4/8)","1025.8","81","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","06:20","5.1","2.6","Mostly cloudy (6/8)","1025.7","84","0","No significant weather","41135"
"Tornio Torppi","2023","4","20","06:30","5.2","2.5","Mostly cloudy (6/8)","1025.6","83","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","06:40","5.1","2.3","Mostly cloudy (7/8)","1025.5","82","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","06:50","4.9","2.3","Mostly cloudy (7/8)","1025.6","83","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","07:00","5","2.4","Mostly cloudy (7/8)","1025.5","83","0","No significant weather","19507"
"Tornio Torppi","2023","4","20","07:10","5.3","2.5","Mostly cloudy (7/8)","1025.7","82","0","No significant weather","38678"
"Tornio Torppi","2023","4","20","07:20","4.9","2.1","Mostly clear (3/8)","1025.7","82","0","No significant weather","31781"
"Tornio Torppi","2023","4","20","07:30","4.6","2.1","Partly cloudy (5/8)","1025.6","84","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","07:40","5","2.3","Mostly cloudy (6/8)","1025.5","83","0","No significant weather","17480"
"Tornio Torppi","2023","4","20","07:50","5.3","2.4","Mostly cloudy (7/8)","1025.5","82","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","08:00","5.5","2.5","Mostly cloudy (7/8)","1025.3","81","0","No significant weather","20668"
"Tornio Torppi","2023","4","20","08:10","6.2","2.7","Mostly cloudy (7/8)","1025.2","79","0","No significant weather","24145"
"Tornio Torppi","2023","4","20","08:20","6.9","2.7","Partly cloudy (5/8)","1025.1","75","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","08:30","7.6","3","Partly cloudy (5/8)","1025.1","73","0","No significant weather","38669"
"Tornio Torppi","2023","4","20","08:40","8","2.9","Partly cloudy (4/8)","1025.1","70","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","08:50","8","2.7","Partly cloudy (4/8)","1025.1","69","0","No significant weather","45081"
"Tornio Torppi","2023","4","20","09:00","8.3","2.7","Mostly clear (3/8)","1025.1","68","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","09:10","8.5","2.4","Clear (1/8)","1025","66","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","09:20","8.5","2.3","Clear (1/8)","1025.1","65","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","09:30","8.6","2.5","Clear (0/8)","1025.1","66","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","09:40","8.9","2.5","Clear (0/8)","1025.1","64","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","09:50","9","2.5","Clear (0/8)","1025.1","64","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","10:00","9.7","2.7","Clear (0/8)","1025.1","62","0","No significant weather","38769"
"Tornio Torppi","2023","4","20","10:10","9.7","2.6","Clear (0/8)","1025.2","61","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","10:20","10.2","2.7","Clear (0/8)","1025.1","60","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","10:30","10.6","2.6","Clear (0/8)","1025.1","58","0","No significant weather","46776"
"Tornio Torppi","2023","4","20","10:40","11","2.8","Clear (0/8)","1025.1","57","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","10:50","11.6","2.8","Clear (0/8)","1025.1","55","0","No significant weather","35718"
"Tornio Torppi","2023","4","20","11:00","11.9","3","Clear (0/8)","1025.1","55","0","No significant weather","22855"
"Tornio Torppi","2023","4","20","11:10","12.1","2.9","Clear (0/8)","1025.1","53","0","No significant weather","20749"
"Tornio Torppi","2023","4","20","11:20","12.5","3","Clear (0/8)","1025.1","52","0","No significant weather","49702"
"Tornio Torppi","2023","4","20","11:30","12.3","2.7","Clear (0/8)","1025.1","52","0","No significant weather","46152"
"Tornio Torppi","2023","4","20","11:40","12.7","2.8","Clear (0/8)","1025","51","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","11:50","13","2.8","Clear (0/8)","1025","50","0","No significant weather","42144"
"Tornio Torppi","2023","4","20","12:00","12.8","2.5","Clear (0/8)","1025","50","0","No significant weather","23370"
"Tornio Torppi","2023","4","20","12:10","12.7","2.7","Clear (0/8)","1025","51","0","No significant weather","20824"
"Tornio Torppi","2023","4","20","12:20","12.9","2.8","Clear (0/8)","1025.1","50","0","No significant weather","19044"
"Tornio Torppi","2023","4","20","12:30","13","2.9","Clear (0/8)","1025","50","0","No significant weather","26754"
"Tornio Torppi","2023","4","20","12:40","12.7","2.8","Clear (0/8)","1025","51","0","No significant weather","46600"
"Tornio Torppi","2023","4","20","12:50","12.8","2.6","Clear (0/8)","1025","50","0","No significant weather","26321"
"Tornio Torppi","2023","4","20","13:00","12.1","2.5","Clear (0/8)","1025.1","52","0","No significant weather","42922"
"Tornio Torppi","2023","4","20","13:10","12.9","2.7","Clear (0/8)","1025","50","0","No significant weather","46508"
"Tornio Torppi","2023","4","20","13:20","13.7","2.8","Clear (0/8)","1024.9","48","0","No significant weather","28666"
"Tornio Torppi","2023","4","20","13:30","13.5","3.1","Clear (0/8)","1024.9","49","0","No significant weather","35434"
"Tornio Torppi","2023","4","20","13:40","13.1","2.9","Clear (0/8)","1024.9","50","0","No significant weather","39201"
"Tornio Torppi","2023","4","20","13:50","13","3","Clear (0/8)","1024.8","51","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","14:00","13.3","3.1","Clear (0/8)","1024.9","50","0","No significant weather","32372"
"Tornio Torppi","2023","4","20","14:10","13.7","3.1","Clear (0/8)","1024.8","49","0","No significant weather","24348"
"Tornio Torppi","2023","4","20","14:20","13.7","3.2","Mostly clear (2/8)","1024.7","49","0","No significant weather","35909"
"Tornio Torppi","2023","4","20","14:30","14.2","3.1","Mostly clear (2/8)","1024.6","47","0","No significant weather","27898"
"Tornio Torppi","2023","4","20","14:40","14.1","3.2","Clear (1/8)","1024.5","48","0","No significant weather","26055"
"Tornio Torppi","2023","4","20","14:50","13.9","3.3","Clear (1/8)","1024.5","49","0","No significant weather","29135"
"Tornio Torppi","2023","4","20","15:00","14.1","3.3","Clear (0/8)","1024.3","48","0","No significant weather","35742"
"Tornio Torppi","2023","4","20","15:10","12.7","2.4","Clear (0/8)","1024.3","50","0","No significant weather","21275"
"Tornio Torppi","2023","4","20","15:20","13.7","3","Clear (0/8)","1024.2","48","0","No significant weather","37831"
"Tornio Torppi","2023","4","20","15:30","14.2","3.1","Clear (0/8)","1024.1","47","0","No significant weather","21843"
"Tornio Torppi","2023","4","20","15:40","14.4","3.2","Clear (0/8)","1024","47","0","No significant weather","27749"
"Tornio Torppi","2023","4","20","15:50","14.5","3.1","Clear (0/8)","1023.9","46","0","No significant weather","35750"
"Tornio Torppi","2023","4","20","16:00","14.4","3.3","Clear (0/8)","1023.8","47","0","No significant weather","44170"
"Tornio Torppi","2023","4","20","16:10","14.6","3.5","Clear (0/8)","1023.6","47","0","No significant weather","40229"
"Tornio Torppi","2023","4","20","16:20","14.9","3.1","Clear (0/8)","1023.5","45","0","No significant weather","28750"
"-","2023","4","20","16:30","-","-","-","-","-","-","-","-"
"-","2023","4","20","16:40","-","-","-","-","-","-","-","-"
"Tornio Torppi","2023","4","20","16:50","14.8","3.4","Mostly clear (2/8)","1023.4","46","0","No significant weather","29195"
"Tornio Torppi","2023","4","20","17:00","15.2","2.8","Clear (1/8)","1023.2","44","0","No significant weather","45412"
"Tornio Torppi","2023","4","20","17:10","15.1","3","Clear (1/8)","1023.2","44","0","No significant weather","29490"
"Tornio Torppi","2023","4","20","17:20","14.4","2.7","Clear (0/8)","1023.1","45","0","No significant weather","22941"
"Tornio Torppi","2023","4","20","17:30","14.2","2.8","Mostly clear (2/8)","1023","46","0","No significant weather","49800"
"Tornio Torppi","2023","4","20","17:40","13.7","2.7","Mostly clear (2/8)","1023","47","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","17:50","13.8","2.8","Mostly clear (2/8)","1023","48","0","No significant weather","32299"
"Tornio Torppi","2023","4","20","18:00","13.7","2.7","Partly cloudy (4/8)","1023","47","0","No significant weather","40412"
"Tornio Torppi","2023","4","20","18:10","13.5","3","Mostly cloudy (6/8)","1022.9","49","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","18:20","13.4","2.9","Mostly cloudy (7/8)","1022.9","49","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","18:30","13.6","3","Mostly cloudy (7/8)","1022.8","49","0","No significant weather","48750"
"Tornio Torppi","2023","4","20","18:40","13.5","3.1","Partly cloudy (5/8)","1022.8","50","0","No significant weather","21277"
"Tornio Torppi","2023","4","20","18:50","13.5","2.9","Mostly clear (3/8)","1022.7","49","0","No significant weather","43761"
"Tornio Torppi","2023","4","20","19:00","13.1","2.9","Clear (1/8)","1022.7","50","0","No significant weather","44106"
"Tornio Torppi","2023","4","20","19:10","12.8","3","Clear (0/8)","1022.6","51","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","19:20","12.7","2.9","Clear (0/8)","1022.5","51","0","No significant weather","34165"
"Tornio Torppi","2023","4","20","19:30","12.6","3.1","Clear (0/8)","1022.4","52","0","No significant weather","49954"
"Tornio Torppi","2023","4","20","19:40","12.4","3","Clear (0/8)","1022.4","53","0","No significant weather","42804"
"Tornio Torppi","2023","4","20","19:50","12.3","3.1","Clear (0/8)","1022.4","54","0","No significant weather","37733"
"Tornio Torppi","2023","4","20","20:00","12","3","Clear (0/8)","1022.3","54","0","No significant weather","26738"
"Tornio Torppi","2023","4","20","20:10","11.7","3","Clear (0/8)","1022.3","55","0","No significant weather","49838"
"Tornio Torppi","2023","4","20","20:20","11.4","2.9","Clear (0/8)","1022.3","56","0","No significant weather","28354"
"Tornio Torppi","2023","4","20","20:30","11","2.8","Clear (0/8)","1022.2","57","0","No significant weather","46336"
"Tornio Torppi","2023","4","20","20:40","10.8","2.7","Clear (0/8)","1022.2","57","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","20:50","10.6","2.8","Clear (0/8)","1022.1","58","0","No significant weather","47443"
"Tornio Torppi","2023","4","20","21:00","10","2.7","Clear (0/8)","1022.1","60","0","No significant weather","20558"
"Tornio Torppi","2023","4","20","21:10","8.9","2.8","Clear (0/8)","1022","66","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","21:20","8.3","2.6","Clear (0/8)","1022","68","0","No significant weather","49688"
"Tornio Torppi","2023","4","20","21:30","8.3","2.6","Clear (0/8)","1022.1","68","0","No significant weather","38225"
"Tornio Torppi","2023","4","20","21:40","7.3","2.2","Clear (0/8)","1022.2","70","0","No significant weather","18883"
"Tornio Torppi","2023","4","20","21:50","6.8","2.4","Clear (0/8)","1022","73","0","No significant weather","10575"
"Tornio Torppi","2023","4","20","22:00","6.5","2.2","Clear (0/8)","1021.9","74","0","No significant weather","18571"
"Tornio Torppi","2023","4","20","22:10","7.1","2","Clear (0/8)","1022","70","0","No significant weather","45758"
"Tornio Torppi","2023","4","20","22:20","6.4","1.9","Clear (0/8)","1022","73","0","No significant weather","43722"
"Tornio Torppi","2023","4","20","22:30","5.7","1.9","Clear (0/8)","1022","77","0","No significant weather","38109"
"Tornio Torppi","2023","4","20","22:40","6.5","1.9","Clear (0/8)","1022","73","0","No significant weather","49566"
"Tornio Torppi","2023","4","20","22:50","6.8","2.2","Clear (0/8)","1021.8","73","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","23:00","7.1","2","Clear (0/8)","1021.8","70","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","23:10","7.7","2.1","Clear (0/8)","1021.8","68","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","23:20","7","1.9","Clear (0/8)","1021.8","70","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","23:30","6.9","1.8","Clear (0/8)","1021.8","70","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","23:40","7.1","1.9","Clear (0/8)","1021.8","69","0","No significant weather","50000"
"Tornio Torppi","2023","4","20","23:50","6.9","1.7","Clear (0/8)","1021.8","70","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","00:00","6.3","1.5","Clear (0/8)","1021.7","72","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","00:10","6.1","1.6","Clear (0/8)","1021.7","73","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","00:20","6.2","1.7","Clear (0/8)","1021.5","73","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","00:30","6.2","1.6","Clear (0/8)","1021.6","72","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","00:40","5.9","1.5","Clear (0/8)","1021.8","73","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","00:50","6.8","1.8","Clear (0/8)","1021.8","70","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","01:00","6.5","1.5","Clear (0/8)","1021.8","70","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","01:10","6.4","1.6","Clear (0/8)","1021.7","71","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","01:20","6.1","1.5","Clear (0/8)","1021.7","72","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","01:30","5.6","1.3","Clear (0/8)","1021.7","74","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","01:40","5.4","1.5","Clear (1/8)","1021.7","76","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","01:50","5.5","1.4","Clear (1/8)","1021.7","75","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","02:00","5.4","1.4","Clear (1/8)","1021.5","76","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","02:10","5.4","1.5","Clear (0/8)","1021.3","76","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","02:20","5.2","1.3","Clear (0/8)","1021.2","76","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","02:30","4.6","1","Clear (0/8)","1021.1","77","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","02:40","3.9","1","Clear (0/8)","1021.1","82","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","02:50","3.5","0.8","Clear (0/8)","1021","83","0","No significant weather","48953"
"Tornio Torppi","2023","4","21","03:00","3.4","0.9","Clear (0/8)","1021","84","0","No significant weather","42573"
"Tornio Torppi","2023","4","21","03:10","3","0.9","Clear (0/8)","1020.9","86","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","03:20","2.6","0.7","Clear (0/8)","1020.9","87","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","03:30","2.2","0.8","Clear (0/8)","1020.9","90","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","03:40","1.8","0.2","Clear (0/8)","1021","89","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","03:50","1.7","0.4","Clear (0/8)","1020.9","91","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","04:00","2","0.6","Clear (0/8)","1020.9","91","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","04:10","2.4","0.5","Clear (0/8)","1020.9","87","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","04:20","2.6","0.6","Clear (0/8)","1020.9","87","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","04:30","2.7","0.5","Clear (0/8)","1020.9","86","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","04:40","3.1","0.7","Clear (0/8)","1020.9","84","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","04:50","3.2","1","Clear (0/8)","1021","85","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","05:00","3.3","0.9","Clear (0/8)","1020.9","84","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","05:10","3.2","0.9","Clear (0/8)","1020.9","85","0","No significant weather","46557"
"Tornio Torppi","2023","4","21","05:20","3.2","0.8","Clear (0/8)","1020.9","84","0","No significant weather","49677"
"Tornio Torppi","2023","4","21","05:30","2.7","0.5","Clear (0/8)","1020.9","86","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","05:40","2.6","0.7","Clear (0/8)","1020.9","87","0","No significant weather","47274"
"Tornio Torppi","2023","4","21","05:50","2.5","0.6","Clear (0/8)","1020.8","88","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","06:00","2.3","0.6","Clear (0/8)","1020.8","89","0","No significant weather","41527"
"Tornio Torppi","2023","4","21","06:10","2.6","0.8","Clear (0/8)","1020.8","88","0","No significant weather","50000"
"Tornio Torppi","2023","4","21","06:20","2.5","0.7","Clear (0/8)","1020.7","87","0","No significant weather","20886"
"Tornio Torppi","2023","4","21","06:30","2.8","0.8","Clear (0/8)","1020.7","87","0","No significant weather","43159"
"Tornio Torppi","2023","4","21","06:40","3","0.8","Clear (0/8)","1020.8","86","0","No significant weather","45006"
"Tornio Torppi","2023","4","21","06:50","3.4","1.1","Clear (0/8)","1020.7","85","0","No significant weather","40725"
"Tornio Torppi","2023","4","21","07:00","3.8","1","Clear (0/8)","1020.7","82","0","No significant weather","32003"
"Tornio Torppi","2023","4","21","07:10","4.2","1.2","Clear (0/8)","1020.7","81","0","No significant weather","19943"
"Tornio Torppi","2023","4","21","07:20","4.6","1.2","Clear (0/8)","1020.6","78","0","No significant weather","26758"
